Protein	EC number
Q9DBZ9	non Enzyme
P20424	non Enzyme
P38688	non Enzyme
Q9UHV2	non Enzyme
O60232	non Enzyme
Q7SZR5	non Enzyme
O75683	non Enzyme
Q9XI07	non Enzyme
Q9DDD7	non Enzyme
Q90WJ7	non Enzyme
Q148B6	non Enzyme
A3EXG6	non Enzyme
Q75GR5	non Enzyme
Q700W2	non Enzyme
P38985	non Enzyme
Q9Y5M8	non Enzyme
P16952	non Enzyme
P16967	non Enzyme
Q99JV5	non Enzyme
P36622	non Enzyme
Q10136	non Enzyme
Q7KV12	non Enzyme
Q9Y6J8	non Enzyme
Q9SAY1	non Enzyme
O14091	non Enzyme
O04722	non Enzyme
O43019	non Enzyme
Q10193	non Enzyme
O65517	non Enzyme
P0DJK0	non Enzyme
P15619	non Enzyme
P81877	non Enzyme
Q7BVH7	non Enzyme
Q9QX27	non Enzyme
Q9NRC1	non Enzyme
P97306	non Enzyme
Q5W7C1	non Enzyme
Q96DR4	non Enzyme
O34739	non Enzyme
Q9SJM4	non Enzyme
Q946J2	non Enzyme
O82266	non Enzyme
Q8K3D3	non Enzyme
P43308	non Enzyme
Q07984	non Enzyme
Q9DBN1	non Enzyme
Q7Z7C7	non Enzyme
G4NF05	non Enzyme
A0ZSK3	non Enzyme
Q20924	non Enzyme
Q5SS91	non Enzyme
P54003	non Enzyme
Q9FGQ2	non Enzyme
Q12104	non Enzyme
O35775	non Enzyme
Q9P6S3	non Enzyme
Q9SVD7	non Enzyme
P38293	non Enzyme
Q95TU8	non Enzyme
O22768	non Enzyme
Q3ZBI7	non Enzyme
Q9LFP1	non Enzyme
O74509	non Enzyme
P03551	non Enzyme
Q5USN7	non Enzyme
P39111	non Enzyme
Q9XZH6	non Enzyme
Q9SZY7	non Enzyme
Q9FJX3	non Enzyme
Q9VTE9	non Enzyme
Q8GZA8	non Enzyme
P09712	non Enzyme
I1S537	non Enzyme
P67964	non Enzyme
Q8N8G2	non Enzyme
P07604	non Enzyme
P0CG66	non Enzyme
P16708	non Enzyme
P0DM59	non Enzyme
P09729	non Enzyme
Q8WZK0	non Enzyme
P06481	non Enzyme
Q9VSU7	non Enzyme
Q9XI99	non Enzyme
Q09604	non Enzyme
O94262	non Enzyme
O43028	non Enzyme
B9DHD7	non Enzyme
Q9UUG8	non Enzyme
P09836	non Enzyme
P18319	non Enzyme
P09713	non Enzyme
P09312	non Enzyme
Q9Y5J1	non Enzyme
Q9NYH9	non Enzyme
O00526	non Enzyme
P34241	non Enzyme
Q6BDS2	non Enzyme
Q8VIC7	non Enzyme
E9Q6I0	non Enzyme
Q9W4P5	non Enzyme
Q9Z2J5	non Enzyme
Q9V7N5	non Enzyme
Q8VHI5	non Enzyme
P37398	non Enzyme
P25660	non Enzyme
Q67U26	non Enzyme
P83228	non Enzyme
D9IX97	non Enzyme
Q9SIQ9	non Enzyme
Q9M376	non Enzyme
Q9XGM1	non Enzyme
P0CAN7	non Enzyme
P17387	non Enzyme
Q7YZW5	non Enzyme
Q05934	non Enzyme
P03169	non Enzyme
P01284	non Enzyme
P87498	non Enzyme
Q16927	non Enzyme
P00980	non Enzyme
P03109	non Enzyme
P03415	non Enzyme
P06817	non Enzyme
P03098	non Enzyme
P24596	non Enzyme
A5HBE1	non Enzyme
P35259	non Enzyme
P14334	non Enzyme
Q9EP51	non Enzyme
Q86AQ7	non Enzyme
P41807	non Enzyme
Q9H320	non Enzyme
O14599	non Enzyme
Q1L8X9	non Enzyme
P84522	non Enzyme
P32837	non Enzyme
Q9C521	non Enzyme
P10905	non Enzyme
P18317	non Enzyme
Q9RP19	non Enzyme
P54642	non Enzyme
O59810	non Enzyme
O76908	non Enzyme
O46037	non Enzyme
Q9W5A5	non Enzyme
O00295	non Enzyme
Q9BY14	non Enzyme
P59368	non Enzyme
P0DL36	non Enzyme
P83560	non Enzyme
Q86XW9	non Enzyme
P67861	non Enzyme
P08405	non Enzyme
Q03327	non Enzyme
P56981	non Enzyme
Q9UT12	non Enzyme
Q99LW6	non Enzyme
P38749	non Enzyme
O14340	non Enzyme
Q12235	non Enzyme
P46136	non Enzyme
P77529	non Enzyme
O13985	non Enzyme
Q09818	non Enzyme
Q9M0V4	non Enzyme
Q03935	non Enzyme
P32386	non Enzyme
P44681	non Enzyme
P35723	non Enzyme
O31567	non Enzyme
Q5AHB8	non Enzyme
P76340	non Enzyme
Q23925	non Enzyme
P37665	non Enzyme
Q96EC8	non Enzyme
Q9UT00	non Enzyme
Q86U90	non Enzyme
P38727	non Enzyme
P32843	non Enzyme
P40556	non Enzyme
Q9R0I7	non Enzyme
O74388	non Enzyme
Q6R3L0	non Enzyme
P33359	non Enzyme
Q46824	non Enzyme
Q04116	non Enzyme
P37676	non Enzyme
P53108	non Enzyme
O94450	non Enzyme
O74839	non Enzyme
G4V4G3	non Enzyme
P38616	non Enzyme
P39376	non Enzyme
Q06493	non Enzyme
Q96KM6	non Enzyme
O88799	non Enzyme
Q9UFB7	non Enzyme
Q15916	non Enzyme
Q8TBF4	non Enzyme
Q3KNS6	non Enzyme
Q08AG5	non Enzyme
P17022	non Enzyme
Q9ERU3	non Enzyme
P17027	non Enzyme
P17039	non Enzyme
Q8IZ26	non Enzyme
Q02386	non Enzyme
Q8BGV5	non Enzyme
A5H447	non Enzyme
Q9P779	non Enzyme
P38279	non Enzyme
Q9HBT8	non Enzyme
Q9UGR2	non Enzyme
O65499	non Enzyme
P09089	non Enzyme
Q9Y6Q3	non Enzyme
Q39263	non Enzyme
P16372	non Enzyme
Q86YA3	non Enzyme
P52736	non Enzyme
Q14929	non Enzyme
Q9Y3S2	non Enzyme
Q9NQX6	non Enzyme
Q8JZL0	non Enzyme
Q96F45	non Enzyme
Q68DY1	non Enzyme
Q9Y2D9	non Enzyme
Q96C28	non Enzyme
Q5FWF6	non Enzyme
G3X9G7	non Enzyme
P17030	non Enzyme
P17035	non Enzyme
P17041	non Enzyme
P20107	non Enzyme
Q9H4T2	non Enzyme
P10073	non Enzyme
Q96LW9	non Enzyme
O15062	non Enzyme
Q8LGB6	non Enzyme
P28167	non Enzyme
Q96MM3	non Enzyme
B0M1H3	non Enzyme
P39172	non Enzyme
P53303	non Enzyme
Q19642	non Enzyme
P40923	non Enzyme
P17609	non Enzyme
O74469	non Enzyme
Q794W0	non Enzyme
O60765	non Enzyme
Q7Z7L7	non Enzyme
Q8WV99	non Enzyme
P93751	non Enzyme
P53061	non Enzyme
Q6L8G0	non Enzyme
Q63HK3	non Enzyme
Q9Y2L8	non Enzyme
P49910	non Enzyme
Q9UL36	non Enzyme
Q62981	non Enzyme
P15620	non Enzyme
Q9NR11	non Enzyme
Q5ZJ02	non Enzyme
Q8NA42	non Enzyme
Q9C0G0	non Enzyme
A1Z9R4	non Enzyme
Q9H7R0	non Enzyme
Q8WV37	non Enzyme
Q6NX49	non Enzyme
Q8NEP9	non Enzyme
Q9BSK1	non Enzyme
Q8WXB4	non Enzyme
Q8N823	non Enzyme
Q8N883	non Enzyme
Q5T7W0	non Enzyme
Q9P2J8	non Enzyme
Q96CK0	non Enzyme
Q9D2D7	non Enzyme
Q9NV72	non Enzyme
Q3UVU3	non Enzyme
Q6QIX3	non Enzyme
Q8BJM5	non Enzyme
Q9BS86	non Enzyme
Q9LXI8	non Enzyme
P40021	non Enzyme
P17040	non Enzyme
Q62523	non Enzyme
Q8N3Z6	non Enzyme
A3BI11	non Enzyme
O43345	non Enzyme
Q9UJW7	non Enzyme
Q14588	non Enzyme
Q14584	non Enzyme
Q8N7M2	non Enzyme
Q7RTV3	non Enzyme
Q53GI3	non Enzyme
Q96HQ0	non Enzyme
Q8TBZ5	non Enzyme
Q9BS31	non Enzyme
Q5TYW1	non Enzyme
Q96K58	non Enzyme
Q96N38	non Enzyme
P76204	non Enzyme
Q9UJL9	non Enzyme
Q8NHY6	non Enzyme
Q6ZN57	non Enzyme
Q5N829	non Enzyme
Q8CIE2	non Enzyme
Q8NC26	non Enzyme
Q13360	non Enzyme
P17025	non Enzyme
O14709	non Enzyme
Q9UDV6	non Enzyme
Q9UL58	non Enzyme
Q9UIE0	non Enzyme
Q14590	non Enzyme
A2RRD8	non Enzyme
Q9C0F3	non Enzyme
Q9BR84	non Enzyme
Q8N8J6	non Enzyme
Q9BS34	non Enzyme
Q2M3X9	non Enzyme
Q9BU19	non Enzyme
P76352	non Enzyme
O42869	non Enzyme
P37674	non Enzyme
Q9UT39	non Enzyme
Q05947	non Enzyme
O74398	non Enzyme
O31851	non Enzyme
Q3E834	non Enzyme
B2RXF5	non Enzyme
Q7FAD5	non Enzyme
Q05777	non Enzyme
P53049	non Enzyme
P53107	non Enzyme
Q9SRS3	non Enzyme
P33941	non Enzyme
P42915	non Enzyme
Q9M2D2	non Enzyme
Q8ND82	non Enzyme
Q86Y25	non Enzyme
P47043	non Enzyme
Q8C827	non Enzyme
Q6P9Y7	non Enzyme
Q9LQW3	non Enzyme
Q8RWN2	non Enzyme
Q9UJU3	non Enzyme
Q13398	non Enzyme
O14771	non Enzyme
Q16600	non Enzyme
O75346	non Enzyme
Q3ZCT1	non Enzyme
Q9NRM2	non Enzyme
Q9UDV7	non Enzyme
E9Q6W4	non Enzyme
Q86UD4	non Enzyme
Q96JL9	non Enzyme
Q9Y3M9	non Enzyme
C0SP85	non Enzyme
Q45612	non Enzyme
P59817	non Enzyme
Q6AHZ1	non Enzyme
Q64726	non Enzyme
Q9HCG1	non Enzyme
Q9UJW8	non Enzyme
O75820	non Enzyme
Q70YC5	non Enzyme
Q8N0Y2	non Enzyme
Q6UFS5	non Enzyme
Q08ER8	non Enzyme
Q86UE3	non Enzyme
O95049	non Enzyme
P14375	non Enzyme
Q6NSZ9	non Enzyme
Q8IWY8	non Enzyme
Q19AV6	non Enzyme
O60293	non Enzyme
Q1WG82	non Enzyme
P17029	non Enzyme
Q9H2Y7	non Enzyme
P17019	non Enzyme
Q8N859	non Enzyme
Q9ULD5	non Enzyme
Q6ZMS7	non Enzyme
P21506	non Enzyme
P17021	non Enzyme
P17023	non Enzyme
Q9BSG1	non Enzyme
B0BLK7	non Enzyme
Q88470	non Enzyme
Q6RSS3	non Enzyme
Q12172	non Enzyme
O75132	non Enzyme
Q9BUY5	non Enzyme
O15090	non Enzyme
Q86YE8	non Enzyme
Q96NL3	non Enzyme
P0C7X5	non Enzyme
P17031	non Enzyme
P17038	non Enzyme
Q96MX3	non Enzyme
P51508	non Enzyme
Q9VSK8	non Enzyme
O14100	non Enzyme
P08042	non Enzyme
Q9FMY7	non Enzyme
Q9M9S0	non Enzyme
Q9ZPW7	non Enzyme
Q9BYN7	non Enzyme
Q96SR6	non Enzyme
Q6IV72	non Enzyme
Q9Y2A4	non Enzyme
P59923	non Enzyme
Q6ECI4	non Enzyme
Q9BX82	non Enzyme
Q8TF39	non Enzyme
O60304	non Enzyme
Q96SK3	non Enzyme
Q6PF04	non Enzyme
I1RL06	non Enzyme
Q9R020	non Enzyme
Q8TBC5	non Enzyme
Q86W11	non Enzyme
Q9NX65	non Enzyme
O15535	non Enzyme
P03437	non Enzyme
Q7T273	non Enzyme
A1Z0M0	non Enzyme
Q9JJK5	non Enzyme
P70120	non Enzyme
P25519	non Enzyme
P26927	non Enzyme
P14210	non Enzyme
O14964	non Enzyme
Q96QV1	non Enzyme
Q02936	non Enzyme
B4R1D8	non Enzyme
Q96JB3	non Enzyme
O74845	non Enzyme
Q9Y2N7	non Enzyme
P26583	non Enzyme
P90947	non Enzyme
Q8HWB0	non Enzyme
Q23529	non Enzyme
Q8R1H0	non Enzyme
Q6NXT2	non Enzyme
P62784	non Enzyme
P62805	non Enzyme
P02309	non Enzyme
P01898	non Enzyme
P46084	non Enzyme
Q5JVS0	non Enzyme
Q9VXG1	non Enzyme
P0C573	non Enzyme
Q06623	non Enzyme
Q9SND4	non Enzyme
E9Q7X6	non Enzyme
P02790	non Enzyme
Q8BKT2	non Enzyme
Q61658	non Enzyme
O81821	non Enzyme
Q30201	non Enzyme
Q12373	non Enzyme
Q9SZN7	non Enzyme
Q9Y5L2	non Enzyme
Q8LDF9	non Enzyme
Q95460	non Enzyme
F4JP36	non Enzyme
P13231	non Enzyme
Q99871	non Enzyme
P01966	non Enzyme
P69905	non Enzyme
P03145	non Enzyme
P0C746	non Enzyme
Q9BXC0	non Enzyme
Q9Y5Z7	non Enzyme
P14317	non Enzyme
Q9D1N2	non Enzyme
Q76P24	non Enzyme
Q5TA89	non Enzyme
P04233	non Enzyme
Q8IV36	non Enzyme
Q24106	non Enzyme
Q16665	non Enzyme
Q9Y241	non Enzyme
P60008	non Enzyme
Q23405	non Enzyme
P54198	non Enzyme
Q02308	non Enzyme
Q20561	non Enzyme
Q02577	non Enzyme
Q91898	non Enzyme
Q9QUS4	non Enzyme
P41809	non Enzyme
P77335	non Enzyme
A2AJ76	non Enzyme
P09065	non Enzyme
P09066	non Enzyme
Q9JL35	non Enzyme
Q92619	non Enzyme
Q03973	non Enzyme
Q9QWW1	non Enzyme
Q96ED9	non Enzyme
Q8BUK6	non Enzyme
Q86YZ3	non Enzyme
Q03213	non Enzyme
P03994	non Enzyme
Q9VHN9	non Enzyme
P31396	non Enzyme
P32478	non Enzyme
P07900	non Enzyme
P15515	non Enzyme
P20268	non Enzyme
P41779	non Enzyme
Q93356	non Enzyme
Q6NT76	non Enzyme
Q9DCB1	non Enzyme
P22810	non Enzyme
P32339	non Enzyme
P42581	non Enzyme
P20823	non Enzyme
P49866	non Enzyme
P19807	non Enzyme
P31943	non Enzyme
P03705	non Enzyme
Q8IX15	non Enzyme
Q9NZL4	non Enzyme
P37235	non Enzyme
Q05164	non Enzyme
Q9SLJ2	non Enzyme
P70174	non Enzyme
Q92598	non Enzyme
Q61696	non Enzyme
P38529	non Enzyme
P10961	non Enzyme
Q9H6D7	non Enzyme
P02070	non Enzyme
Q9Y450	non Enzyme
Q8TDS4	non Enzyme
Q9Y3Q4	non Enzyme
Q9UBK5	non Enzyme
P51858	non Enzyme
Q9JMG7	non Enzyme
O24591	non Enzyme
Q9LZR5	non Enzyme
P42858	non Enzyme
Q9LXD8	non Enzyme
P35428	non Enzyme
Q61657	non Enzyme
Q9JHE6	non Enzyme
Q9UBX0	non Enzyme
O94992	non Enzyme
Q6STH5	non Enzyme
P41151	non Enzyme
Q12060	non Enzyme
Q980M3	non Enzyme
Q61221	non Enzyme
P01050	non Enzyme
Q9FE22	non Enzyme
P43120	non Enzyme
Q14526	non Enzyme
Q9JLR9	non Enzyme
Q53FT3	non Enzyme
Q9LZF1	non Enzyme
P32480	non Enzyme
Q8NCD3	non Enzyme
P01893	non Enzyme
Q61670	non Enzyme
Q96RW7	non Enzyme
Q24537	non Enzyme
P52926	non Enzyme
O54879	non Enzyme
P18608	non Enzyme
O97980	non Enzyme
O44326	non Enzyme
A1L1N5	non Enzyme
P41235	non Enzyme
Q8WVV9	non Enzyme
F1LQ48	non Enzyme
O43390	non Enzyme
Q6XNP7	non Enzyme
P17629	non Enzyme
O02100	non Enzyme
Q86X24	non Enzyme
P84074	non Enzyme
Q86YV9	non Enzyme
Q9ULV5	non Enzyme
O80982	non Enzyme
Q02953	non Enzyme
P0CS90	non Enzyme
Q8TDB4	non Enzyme
O60921	non Enzyme
Q16534	non Enzyme
Q84JG5	non Enzyme
P41935	non Enzyme
Q9NP66	non Enzyme
P17096	non Enzyme
P17095	non Enzyme
O49596	non Enzyme
Q42344	non Enzyme
Q9SGS2	non Enzyme
P35674	non Enzyme
D0VYS2	non Enzyme
Q96LI6	non Enzyme
P02518	non Enzyme
P19882	non Enzyme
P46587	non Enzyme
Q92522	non Enzyme
Q8CGP5	non Enzyme
P04910	non Enzyme
C0HJQ3	non Enzyme
P59890	non Enzyme
P70696	non Enzyme
P10853	non Enzyme
P02294	non Enzyme
P41546	non Enzyme
P83716	non Enzyme
Q64279	non Enzyme
O94244	non Enzyme
Q7Z4H7	non Enzyme
O46598	non Enzyme
Q8VIM0	non Enzyme
P01942	non Enzyme
Q9DBX7	non Enzyme
O49403	non Enzyme
Q9IAV3	non Enzyme
O75146	non Enzyme
Q9BUJ2	non Enzyme
P52597	non Enzyme
P14866	non Enzyme
P52272	non Enzyme
O60506	non Enzyme
Q5SSJ5	non Enzyme
Q05787	non Enzyme
Q6P1K1	non Enzyme
P33433	non Enzyme
Q9ESB3	non Enzyme
P35367	non Enzyme
Q52473	non Enzyme
Q960X8	non Enzyme
Q61699	non Enzyme
P82995	non Enzyme
P08238	non Enzyme
Q3SXM5	non Enzyme
Q8GYY1	non Enzyme
P05084	non Enzyme
P01780	non Enzyme
P31245	non Enzyme
P31257	non Enzyme
P09025	non Enzyme
O24646	non Enzyme
Q13651	non Enzyme
P93830	non Enzyme
Q5I1X5	non Enzyme
Q9SKX1	non Enzyme
P22692	non Enzyme
Q9P2D0	non Enzyme
Q14773	non Enzyme
Q9LSE2	non Enzyme
Q55GF9	non Enzyme
P20067	non Enzyme
Q5VY09	non Enzyme
Q16666	non Enzyme
P27889	non Enzyme
Q7TMK6	non Enzyme
Q86VS8	non Enzyme
Q24185	non Enzyme
Q9P2W1	non Enzyme
P04196	non Enzyme
P38753	non Enzyme
O75031	non Enzyme
P38531	non Enzyme
Q5AQ33	non Enzyme
P22813	non Enzyme
P33416	non Enzyme
P63017	non Enzyme
P32589	non Enzyme
P97541	non Enzyme
P01766	non Enzyme
P31310	non Enzyme
P49639	non Enzyme
P02831	non Enzyme
P23813	non Enzyme
P35453	non Enzyme
P78552	non Enzyme
Q8NAC3	non Enzyme
Q8NFM7	non Enzyme
O95998	non Enzyme
Q969J5	non Enzyme
P20810	non Enzyme
P10238	non Enzyme
Q700D2	non Enzyme
Q9FFH3	non Enzyme
Q24143	non Enzyme
O00198	non Enzyme
P31539	non Enzyme
P23083	non Enzyme
P01817	non Enzyme
P0C1T1	non Enzyme
P09632	non Enzyme
P31249	non Enzyme
Q9BYI3	non Enzyme
Q4G0P3	non Enzyme
Q9Y4L1	non Enzyme
Q9UBH0	non Enzyme
P27321	non Enzyme
Q00238	non Enzyme
P32942	non Enzyme
P07260	non Enzyme
P39936	non Enzyme
Q04637	non Enzyme
Q76E23	non Enzyme
P10160	non Enzyme
P01574	non Enzyme
P01579	non Enzyme
P01346	non Enzyme
P01877	non Enzyme
P01854	non Enzyme
P01591	non Enzyme
P01834	non Enzyme
Q9UBC1	non Enzyme
Q70UQ0	non Enzyme
Q03267	non Enzyme
O08900	non Enzyme
P43431	non Enzyme
P29460	non Enzyme
Q84TI7	non Enzyme
P02836	non Enzyme
P52927	non Enzyme
Q05783	non Enzyme
P05114	non Enzyme
O01367	non Enzyme
Q99KG7	non Enzyme
P00738	non Enzyme
Q9W539	non Enzyme
P83581	non Enzyme
Q8IWL3	non Enzyme
Q05931	non Enzyme
Q18688	non Enzyme
Q9UBY9	non Enzyme
Q02645	non Enzyme
Q9VG55	non Enzyme
Q8VI64	non Enzyme
P01764	non Enzyme
Q62424	non Enzyme
P20719	non Enzyme
P12843	non Enzyme
P47878	non Enzyme
P20959	non Enzyme
Q07079	non Enzyme
O75330	non Enzyme
Q03372	non Enzyme
Q02592	non Enzyme
Q9VE87	non Enzyme
P31942	non Enzyme
P07910	non Enzyme
Q14103	non Enzyme
P61978	non Enzyme
O74352	non Enzyme
Q9Z214	non Enzyme
Q9UJC3	non Enzyme
Q91ZY6	non Enzyme
Q9BPY8	non Enzyme
Q9UPZ3	non Enzyme
P97292	non Enzyme
Q9H3N8	non Enzyme
Q00613	non Enzyme
Q96JZ2	non Enzyme
P22943	non Enzyme
P04553	non Enzyme
P11142	non Enzyme
P14602	non Enzyme
Q7XAD0	non Enzyme
Q9URQ5	non Enzyme
Q8BQY8	non Enzyme
P31258	non Enzyme
P31311	non Enzyme
P31269	non Enzyme
Q90423	non Enzyme
P10284	non Enzyme
P31313	non Enzyme
P49869	non Enzyme
Q24142	non Enzyme
Q99383	non Enzyme
O75506	non Enzyme
Q03933	non Enzyme
P04792	non Enzyme
O46339	non Enzyme
Q8RVQ9	non Enzyme
Q9XER9	non Enzyme
Q8IVG9	non Enzyme
P10943	non Enzyme
P01814	non Enzyme
Q64385	non Enzyme
Q13261	non Enzyme
Q96F46	non Enzyme
Q9JIP3	non Enzyme
Q8BH06	non Enzyme
Q9UHF4	non Enzyme
P23588	non Enzyme
P78344	non Enzyme
P63241	non Enzyme
Q387H6	non Enzyme
P38431	non Enzyme
Q8IY31	non Enzyme
A2T2X4	non Enzyme
Q9DB07	non Enzyme
Q62559	non Enzyme
Q6IVW0	non Enzyme
Q8BXG3	non Enzyme
P10591	non Enzyme
P11147	non Enzyme
O14558	non Enzyme
Q9S746	non Enzyme
P17482	non Enzyme
P50207	non Enzyme
Q5AL03	non Enzyme
Q08334	non Enzyme
P42701	non Enzyme
Q6UXL0	non Enzyme
Q6UWB1	non Enzyme
Q7Z5L9	non Enzyme
Q38830	non Enzyme
Q9XFM0	non Enzyme
Q8WUF5	non Enzyme
P21743	non Enzyme
Q9PTH3	non Enzyme
Q05084	non Enzyme
Q659A1	non Enzyme
P08353	non Enzyme
Q91399	non Enzyme
P46199	non Enzyme
P34167	non Enzyme
Q96D96	non Enzyme
P06798	non Enzyme
P09021	non Enzyme
P31268	non Enzyme
Q92826	non Enzyme
P14653	non Enzyme
P09026	non Enzyme
Q14626	non Enzyme
Q99665	non Enzyme
O75144	non Enzyme
P41139	non Enzyme
P09064	non Enzyme
O43432	non Enzyme
P56537	non Enzyme
Q9R002	non Enzyme
P0DOV1	non Enzyme
P09914	non Enzyme
P49708	non Enzyme
Q9P0W0	non Enzyme
P01880	non Enzyme
P0CG04	non Enzyme
Q5DX21	non Enzyme
Q93033	non Enzyme
Q8IYA8	non Enzyme
P25963	non Enzyme
Q9EST8	non Enzyme
Q9UKT9	non Enzyme
O54824	non Enzyme
Q16552	non Enzyme
Q13478	non Enzyme
P70380	non Enzyme
P26951	non Enzyme
P32927	non Enzyme
P24394	non Enzyme
P26892	non Enzyme
P15992	non Enzyme
Q9S7C0	non Enzyme
Q61286	non Enzyme
O43719	non Enzyme
P78955	non Enzyme
P01782	non Enzyme
P06331	non Enzyme
P01825	non Enzyme
P09079	non Enzyme
Q60819	non Enzyme
Q9NRM6	non Enzyme
Q8K4C2	non Enzyme
O95256	non Enzyme
Q8N6P7	non Enzyme
Q9H1B7	non Enzyme
P54105	non Enzyme
P16528	non Enzyme
Q8VYU8	non Enzyme
Q6VH22	non Enzyme
Q38822	non Enzyme
P24592	non Enzyme
Q16270	non Enzyme
P05155	non Enzyme
P05362	non Enzyme
Q9UMF0	non Enzyme
Q08180	non Enzyme
Q9Y6W8	non Enzyme
Q8LE98	non Enzyme
Q7BCK4	non Enzyme
P41136	non Enzyme
Q9HBG6	non Enzyme
O60573	non Enzyme
P48598	non Enzyme
P06730	non Enzyme
Q6K0P9	non Enzyme
Q01629	non Enzyme
P09535	non Enzyme
P01859	non Enzyme
P01871	non Enzyme
O75054	non Enzyme
Q9ESJ7	non Enzyme
Q6A2H4	non Enzyme
P20809	non Enzyme
Q29053	non Enzyme
P35225	non Enzyme
P14778	non Enzyme
P18510	non Enzyme
Q9NYY1	non Enzyme
Q9ES17	non Enzyme
P24001	non Enzyme
Q9JLA2	non Enzyme
Q9NZH8	non Enzyme
P01586	non Enzyme
P05113	non Enzyme
P20607	non Enzyme
P52295	non Enzyme
Q14974	non Enzyme
O14089	non Enzyme
P40069	non Enzyme
P38265	non Enzyme
Q22505	non Enzyme
P80217	non Enzyme
Q8NBZ0	non Enzyme
Q24008	non Enzyme
P17181	non Enzyme
O35664	non Enzyme
Q0VD86	non Enzyme
P53352	non Enzyme
Q9VR07	non Enzyme
Q9LIQ6	non Enzyme
Q9UNL4	non Enzyme
P17490	non Enzyme
Q04998	non Enzyme
P0DJM0	non Enzyme
P53901	non Enzyme
P30410	non Enzyme
Q8VZR6	non Enzyme
Q8N201	non Enzyme
P08392	non Enzyme
Q8MM24	non Enzyme
Q6NWV3	non Enzyme
P05198	non Enzyme
P20459	non Enzyme
Q9NZI8	non Enzyme
P41375	non Enzyme
O45551	non Enzyme
P55010	non Enzyme
O55135	non Enzyme
Q12522	non Enzyme
Q19289	non Enzyme
Q5AAL9	non Enzyme
P0DOV2	non Enzyme
Q64112	non Enzyme
Q13325	non Enzyme
Q9CQW9	non Enzyme
P0DMS7	non Enzyme
Q80ZF2	non Enzyme
K9M1U5	non Enzyme
Q0G838	non Enzyme
Q8BKE9	non Enzyme
Q61371	non Enzyme
P05019	non Enzyme
P01344	non Enzyme
Q969P0	non Enzyme
P01589	non Enzyme
P26952	non Enzyme
P05112	non Enzyme
Q90YI0	non Enzyme
Q8CBR1	non Enzyme
P52294	non Enzyme
O55091	non Enzyme
Q8ML70	non Enzyme
P33896	non Enzyme
P48551	non Enzyme
Q8WYH8	non Enzyme
P08476	non Enzyme
P25605	non Enzyme
P52292	non Enzyme
O94374	non Enzyme
Q9XXN2	non Enzyme
O04294	non Enzyme
Q9BZV3	non Enzyme
Q1MX18	non Enzyme
O15503	non Enzyme
P01315	non Enzyme
Q68E01	non Enzyme
Q9UI26	non Enzyme
O94829	non Enzyme
O15397	non Enzyme
P59868	non Enzyme
Q27591	non Enzyme
Q7KHG2	non Enzyme
P0C247	non Enzyme
P35900	non Enzyme
Q7Z3Z0	non Enzyme
P02538	non Enzyme
Q3SY84	non Enzyme
Q8I0L5	non Enzyme
Q93VP3	non Enzyme
Q9GU68	non Enzyme
P13164	non Enzyme
O88728	non Enzyme
P01563	non Enzyme
Q15653	non Enzyme
O00221	non Enzyme
Q8C208	non Enzyme
P18893	non Enzyme
Q9TSJ4	non Enzyme
Q9FFF4	non Enzyme
P51460	non Enzyme
Q9Y5Q6	non Enzyme
Q63ZV0	non Enzyme
O89019	non Enzyme
Q9V427	non Enzyme
Q8NA54	non Enzyme
Q811J3	non Enzyme
Q13568	non Enzyme
Q00978	non Enzyme
Q9Y4H2	non Enzyme
P05161	non Enzyme
Q9C7A2	non Enzyme
Q9C9Q4	non Enzyme
O04314	non Enzyme
P57087	non Enzyme
Q86YT9	non Enzyme
Q9ET80	non Enzyme
Q9BR39	non Enzyme
Q80WT0	non Enzyme
P18289	non Enzyme
P52909	non Enzyme
Q9JHJ8	non Enzyme
Q9PWJ5	non Enzyme
Q02363	non Enzyme
Q9ZWA6	non Enzyme
P46695	non Enzyme
O42254	non Enzyme
P20042	non Enzyme
O23252	non Enzyme
P39935	non Enzyme
Q15056	non Enzyme
O14879	non Enzyme
Q9D103	non Enzyme
Q01628	non Enzyme
P05014	non Enzyme
P01567	non Enzyme
P01575	non Enzyme
P01580	non Enzyme
P30123	non Enzyme
Q8IU54	non Enzyme
Q96LB3	non Enzyme
O35594	non Enzyme
Q61249	non Enzyme
P01876	non Enzyme
P01860	non Enzyme
P29459	non Enzyme
Q9NPH9	non Enzyme
Q6ZMJ4	non Enzyme
Q08125	non Enzyme
P16871	non Enzyme
Q96321	non Enzyme
Q6P9B9	non Enzyme
Q9VAS7	non Enzyme
P10184	non Enzyme
P32467	non Enzyme
Q8W191	non Enzyme
O24409	non Enzyme
P49677	non Enzyme
P01083	non Enzyme
P10997	non Enzyme
P08833	non Enzyme
P18065	non Enzyme
P17936	non Enzyme
Q8LAD7	non Enzyme
Q9C9X7	non Enzyme
Q8RWL4	non Enzyme
Q96RY7	non Enzyme
Q8BS45	non Enzyme
P01872	non Enzyme
P0CF74	non Enzyme
P15814	non Enzyme
Q8N6C5	non Enzyme
Q7TSN7	non Enzyme
Q9VM64	non Enzyme
Q08353	non Enzyme
Q8K4C5	non Enzyme
Q61730	non Enzyme
P01583	non Enzyme
Q9YGD3	non Enzyme
Q13007	non Enzyme
Q8K3I6	non Enzyme
Q86SU0	non Enzyme
