Protein UniProt Acc.	EC Number
Q03IH2	2.7.4.3
Q67JW4	2.7.4.3
Q2JV96	2.7.4.3
B7IHW7	2.7.4.3
Q9X1I8	2.7.4.3
B9K8A7	2.7.4.3
C6A2Q1	2.7.4.3
Q83I60	2.7.4.3
B1GZA3	2.7.4.3
Q5GSW4	2.7.4.3
Q8PH23	2.7.4.3
Q4UYC6	2.7.4.3
B0U1U0	2.7.4.3
Q1C4P9	2.7.4.3
A4TPA4	2.7.4.3
Q2FS43	2.3.1.234; 2.7.11.1
A4FZ86	2.3.1.234; 2.7.11.1
A2SR70	2.3.1.234; 2.7.11.1
Q978W6	2.3.1.234; 2.7.11.1
Q758R9	2.3.1.234
Q5A6A4	2.3.1.234
Q1E406	2.3.1.234
Q5AYR1	2.3.1.234
Q6CJ48	2.3.1.234
A4WKT1	2.3.1.234
O94637	2.3.1.234
Q97ZY8	2.3.1.234
A1RXD1	2.3.1.234
Q79V60	2.7.11.1
A2CG49	2.7.11.1
Q9XBQ8	5.4.3.2
Q8MJ44	2.7.11.11
P17612	2.7.11.11
P22612	2.7.11.11
P12370	2.7.11.11
Q9HGF8	2.7.1.25
Q1BYZ9	1.11.1.21
B4EE21	1.11.1.21
A4JBP6	1.11.1.21
Q471D2	1.11.1.21
B3PEP6	1.11.1.21
Q5ZZ17	1.11.1.21
A1S3J7	1.11.1.21
Q07YF5	1.11.1.21
B0C4G1	1.11.1.21
A8IHK8	1.11.1.21
Q9KEE6	1.11.1.21
Q89WB4	1.11.1.21
A9AGE5	1.11.1.21
B1IVD5	1.11.1.21
P13029	1.11.1.21
B2VFG0	1.11.1.21
Q2JBP8	1.11.1.21
Q2A298	1.11.1.21
Q5NGV7	1.11.1.21
Q5KZ91	1.11.1.21
Q74BE1	1.11.1.21
Q7NGW6	1.11.1.21
Q28S09	1.11.1.21
Q1IRZ2	1.11.1.21
B1Y7V8	1.11.1.21
A2SMA4	1.11.1.21
A1KJX3	1.11.1.21
Q1QS58	1.11.1.21
A1SF13	1.11.1.21
A7HT94	1.11.1.21
Q6D5X9	1.11.1.21
B4SAT7	1.11.1.21
Q0U324	1.11.1.21
A4T0J1	1.11.1.21
B4S3B3	1.11.1.21
Q15UE5	1.11.1.21
Q4KD86	1.11.1.21
A4XZ62	1.11.1.21
B1J7Q1	1.11.1.21
A1SWM1	1.11.1.21
Q9R708	1.11.1.21
C1AV76	1.11.1.21
Q6NCP1	1.11.1.21
Q21CF0	1.11.1.21
Q13EM6	1.11.1.21
A4WXS6	1.11.1.21
B4TCP6	1.11.1.21
A9N0F0	1.11.1.21
B4TQG7	1.11.1.21
A4X6K7	1.11.1.21
P17750	1.11.1.21
A3D0Y7	1.11.1.21
A9L1H8	1.11.1.21
B0TRN5	1.11.1.21
A4Y2G4	1.11.1.21
B1KFI8	1.11.1.21
Q31U45	1.11.1.21
A6UKC3	1.11.1.21
A5GTX8	1.11.1.21
B8GPM6	1.11.1.21
A5F7X7	1.11.1.21
Q3BVY2	1.11.1.21
Q8PBB7	1.11.1.21
Q87C18	1.11.1.21
Q9X6B0	1.11.1.21
A9RA82	3.6.4.3
Q5XIK7	3.6.4.3
B7NKL0	4.1.2.40
C4ZR47	4.1.2.40
A8A4V3	4.1.2.40
B1IRH9	4.1.2.40
Q9KIP8	4.1.2.40
B7LMU4	4.1.2.40
Q0P5L8	2.3.1.29
O75600	2.3.1.29
Q5BP74	2.7.11.1
P48730	2.7.11.1; 2.7.11.26
Q62762	2.7.11.1
Q5R4V3	2.7.11.1
Q8WQ99	2.7.11.1
Q6QNM1	2.7.11.1
Q9PWR1	1.1.1.-
P63143	1.1.1.-
Q91VB2	2.7.11.17
Q9P7I2	2.7.11.17
P11275	2.7.11.17
Q13554	2.7.11.17
O62305	2.7.11.17
Q95266	2.7.11.17
Q9DG02	2.7.11.17
Q1LZE1	2.3.2.27
Q80UY2	2.3.2.27
M0ZYF3	1.6.5.9
P0AEW6	2.7.1.73
Q8G9F9	4.2.1.103
Q40271	5.5.1.4
P9WKI1	5.5.1.4
Q41107	5.5.1.4
Q9FYV1	5.5.1.4
P11986	5.5.1.4
Q74Z27	3.6.4.12
A2R9H9	3.6.4.12
Q0CA78	3.6.4.12
Q1DUF9	3.6.4.12
P0CO16	3.6.4.12
Q9VDY1	3.6.4.12
A7EQA8	3.6.4.12
B7JPM4	4.2.1.44
Q65D04	4.2.1.44
B2V4K2	4.2.1.44
Q601Q3	4.2.1.44
A9N563	4.2.1.44
A1JSK6	4.2.1.44
A1R665	1.1.1.18
A5YBJ9	4.2.1.44
C1DLA8	1.1.1.18
Q65D06	1.1.1.18; 1.1.1.369
P26935	1.1.1.18; 1.1.1.369
A9ABZ7	1.1.1.18
A9H5B7	1.1.1.18
A5YBJ7	1.1.1.18; 1.1.1.369
C3MH72	1.1.1.18
Q9X7U5	1.1.1.18
A7ZAH2	4.1.2.29
Q9UZ56	1.2.7.8
Q95Q62	2.7.1.127
Q9FUR2	3.1.3.56
Q6FRN1	2.7.1.158
B8AVX5	2.7.1.158
Q9USK0	2.7.1.158
A2X5H5	2.7.1.140; 2.7.1.151
Q60352	2.7.4.26
Q9HLX1	2.7.4.26
Q59S66	2.7.11.1
Q6FV07	2.7.11.1
P86799	3.2.1.132; 3.2.1.14
Q7TT16	2.7.1.151
P27744	1.21.3.1
P16020	1.21.3.1
P08703	1.21.3.1
Q53932	1.21.3.1
P18286	1.21.3.1
Q93YN9	2.7.1.158
Q94ID3	2.5.1.112; 2.5.1.27
Q9ZUX7	2.5.1.75
Q9SB60	2.5.1.112
Q94ID1	2.5.1.112
P06524	2.5.1.27
P03869	2.5.1.27
Q5GHF7	2.5.1.112; 2.5.1.27
P14333	2.5.1.27
P46376	2.5.1.27
Q936S7	3.4.-.-
Q949J1	3.6.1.1
Q9H2U2	3.6.1.1
O67501	3.6.1.1
Q757J8	3.6.1.1
Q06683	3.6.4.-
Q9ZUV3	2.4.1.-
A6QK59	3.2.-.-
Q88PK8	2.8.1.7
A1SUI4	2.8.1.7
A8GWB2	2.8.1.7
A9MHJ4	2.8.1.7
A1AWM1	2.8.1.7
A9N1X5	2.8.1.7
A6WNY5	2.8.1.7
B0TNY1	2.8.1.7
A8FXA5	2.8.1.7
A1RJ52	2.8.1.7
B2TXV5	2.8.1.7
P0A6C0	2.8.1.7
Q4W9B9	3.1.3.99
Q6FLD4	3.1.3.99
Q6BIV1	3.1.3.99
Q7SDZ1	3.1.3.99
O04196	3.2.1.68
Q54LQ6	3.6.1.9
E0S6S0	3.6.1.9
Q1K4R6	3.6.1.9
C5WZH0	3.6.1.9
Q4PD06	3.6.1.9
Q5F480	2.7.1.134; 2.7.1.159
Q9XYQ1	2.7.1.134; 2.7.1.159
Q84Y01	2.7.1.134; 2.7.1.159
Q33BI9	2.7.1.134; 2.7.1.159
B8AJL9	2.7.1.134; 2.7.1.159
Q9SUG3	2.7.1.134; 2.7.1.159
Q75AL5	1.14.11.27
P0CO41	1.14.11.27
P0CO40	1.14.11.27
Q4P5U1	1.14.11.27
Q15652	1.14.11.-
F4I6G4	1.14.11.-
Q9W422	3.4.19.12
P15945	3.4.21.35
P0AEX1	2.7.1.56
P00569	2.7.4.3; 2.7.4.6
Q8HSW1	2.7.4.3
P73302	2.7.4.3
Q74ZL1	2.7.4.3
Q7QJX9	2.7.4.3
Q6FM32	2.7.4.3
P34346	2.7.4.3
B0X5E3	2.7.4.3
B4KLY1	2.7.4.3
B4PAR6	2.7.4.3
P54819	2.7.4.3
A8PR17	2.7.4.3
A1D3M8	2.7.4.3
Q9HE76	2.7.4.3
B2W0K4	2.7.4.3
P72641	2.7.4.3
Q5REI7	2.7.4.3
Q6CG57	2.7.4.3
P07170	2.7.4.3
Q08480	2.7.4.3
O28278	2.7.4.3
Q8TWH4	2.7.4.3
Q7XR47	2.7.4.3
Q95JP6	2.7.4.3; 2.7.4.6
Q502L7	2.7.4.3; 2.7.4.6
Q32M07	2.7.4.3; 2.7.4.6
O59443	2.7.4.3
C3N5V1	2.7.4.3
C3MVK2	2.7.4.3
C3NH85	2.7.4.3
Q97BV2	2.7.4.3
P43188	2.7.4.3
Q09629	2.7.4.3
A9NEF4	2.7.4.3
B2HVT0	2.7.4.3
A5FZU4	2.7.4.3
A3N1U8	2.7.4.3
A0KL52	2.7.4.3
A4SLY1	2.7.4.3
Q0VRB0	2.7.4.3
O29581	2.7.4.3
Q2NIX5	2.7.4.3
C3LJA3	2.7.4.3
Q81J22	2.7.4.3
Q63H69	2.7.4.3
Q5LGH0	2.7.4.3
P35140	2.7.4.3
A9IVZ9	2.7.4.3
Q8G3Z8	2.7.4.3
Q7VRB6	2.7.4.3
A9IQ39	2.7.4.3
Q57CS9	2.7.4.3
C0RJI0	2.7.4.3
Q2T0K4	2.7.4.3
A7GXF6	2.7.4.3
A8FL60	2.7.4.3
Q9PHM8	2.7.4.3
Q3ACG0	2.7.4.3
Q9A8T2	2.7.4.3
B3PIE4	2.7.4.3
Q822Z1	2.7.4.3
B3EJF7	2.7.4.3
A1BGN6	2.7.4.3
O84130	2.7.4.3
Q8KD69	2.7.4.3
A7FZ52	2.7.4.3
B2UYD1	2.7.4.3
B1IGD3	2.7.4.3
Q0TMR7	2.7.4.3
C3PL31	2.7.4.3
Q4JTB5	2.7.4.3
Q0KE20	2.7.4.3
Q1LR08	2.7.4.3
Q3Z960	2.7.4.3
Q9RSK7	2.7.4.3
C6BV58	2.7.4.3
C5BD16	2.7.4.3
O96907	2.7.4.3
Q839E3	2.7.4.3
Q2N9D3	2.7.4.3
A7HM31	2.7.4.3
Q0BMG1	2.7.4.3
A4IYJ6	2.7.4.3
C1A6S6	2.7.4.3
B9M6F7	2.7.4.3
A5GAW3	2.7.4.3
A8A948	2.3.1.234
Q8TVD4	2.3.1.234
O57716	2.3.1.234
C3N6N9	2.3.1.234
C3NGI3	2.3.1.234
Q975Q7	2.3.1.234
C3N752	2.3.1.234
C6A5J5	2.3.1.234
P36132	2.3.1.234
Q8VL13	2.7.11.1
Q8YT40	2.7.11.1
Q7U8R3	2.7.11.1
E3PRK1	4.3.1.14
O34676	5.4.3.2
Q2MEY3	2.1.1.180
P25919	2.1.1.-
E3PRJ4	5.4.3.4
P21901	2.7.11.1
O49204	2.7.1.25
Q9P7G9	2.7.1.25
Q9NH49	2.7.3.3
Q9U9J4	2.7.3.3
Q9NH48	2.7.3.3
P51544	2.7.3.3
P14208	2.7.3.3
O15990	2.7.3.3
C7E3T4	2.7.3.3
Q9XY07	2.7.3.3
O96507	2.7.3.3
P41176	2.3.1.-
P16541	2.3.1.-
Q02059	2.3.1.-
Q02062	2.3.1.-
P52410	2.3.1.41
Q8CHK4	2.3.1.48
Q5XI06	2.3.1.48
B7H0U3	1.11.1.21
Q7CVH1	1.11.1.21
B9K0G2	1.11.1.21
B4RW28	1.11.1.21
A1C8R3	1.11.1.21
B0YAK0	1.11.1.21
Q9AP06	1.11.1.21
A2S5D5	1.11.1.21
A3NZ22	1.11.1.21
Q3JNW6	1.11.1.21
Q2SZ20	1.11.1.21
Q2H7U1	1.11.1.21
B3EKE9	1.11.1.21
A8AKX8	1.11.1.21
Q0K815	1.11.1.21
Q24YU1	1.11.1.21
A7ZUG1	1.11.1.21
A1AIC1	1.11.1.21
Q0TAB7	1.11.1.21
Q1R3X0	1.11.1.21
Q96VT4	1.11.1.21
B0TYQ6	1.11.1.21
Q14IA9	1.11.1.21
A0Q5L1	1.11.1.21
P14412	1.11.1.21
A4INM5	1.11.1.21
P0AB78	2.3.1.29
O88986	2.3.1.29
P23291	2.7.11.1
P67828	2.7.11.1
P67829	2.7.11.1
P35507	2.7.11.1
Q9DC28	2.7.11.1; 2.7.11.26
Q5PRD4	2.7.11.1
Q4R9A9	2.7.11.1
Q6NRT0	2.7.11.1
Q9Y6M4	2.7.11.1
O15726	2.7.11.1
Q9PTM5	1.1.1.-
Q9QYK9	2.7.11.17
Q96NX5	2.7.11.17
Q8K485	2.3.2.27
E3PRK0	2.3.1.247
Q6GPB6	2.3.2.27
P00563	2.7.3.2
P00566	2.7.3.2
Q6P8J7	2.7.3.2
P24722	2.7.3.2
Q9TTK8	2.7.3.2
P30275	2.7.3.2
P25809	2.7.3.2
O48780	2.3.1.199
Q9SS39	2.3.1.199
Q5XEP9	2.3.1.199
Q4V3C9	2.3.1.199
C3L9G1	2.7.4.25
O05386	2.7.4.25
Q5L9K4	2.7.4.25
Q9RC80	2.7.4.25
Q5WGU8	2.7.4.25
P38493	2.7.4.25
A7Z640	2.7.4.25
Q6G546	2.7.4.25
Q6MP09	2.7.4.25
B5RQV4	2.7.4.25
B2S7T1	2.7.4.25
C0RG91	2.7.4.25
B0CI46	2.7.4.25
P59580	2.7.4.25
B1JXS0	2.7.4.25
Q39IG0	2.7.4.25
A2S4R9	2.7.4.25
Q2SY25	2.7.4.25
A4XKN9	2.7.4.25
B0BC90	2.7.4.25
O84458	2.7.4.25
A7FUL8	2.7.4.25
A5I2T0	2.7.4.25
B1IM76	2.7.4.25
Q0TRF4	2.7.4.25
Q0KDH7	2.7.4.25
Q7ZWE9	2.7.4.14; 2.7.4.6
A4J3N3	2.7.4.25
B7LDA2	2.7.4.25
P20425	2.7.4.14
Q834T6	2.7.4.25
C4L6M0	2.7.4.25
A5FG91	2.7.4.25
Q8RII8	2.7.4.25
C5D3G6	2.7.4.25
Q7VLS0	2.7.4.25
Q5UXH0	2.7.4.25
B5XY86	2.7.4.25
P30085	2.7.4.14; 2.7.4.6
C1KWN9	2.7.4.25
B8DBY7	2.7.4.25
Q8Y5W6	2.7.4.25
A6UW32	2.7.4.25
A7I5R5	2.7.4.25
Q12ZS5	2.7.4.25
Q2FTU1	2.7.4.25
A2SPM8	2.7.4.25
A6VJT1	2.7.4.25
P63804	2.7.4.25
P47572	2.7.4.25
Q4AAR2	2.7.4.25
Q49885	2.7.4.25
Q5F904	2.7.4.25
P57065	2.7.4.25
Q1QRT2	2.7.4.25
Q4ZQ97	2.7.4.25
Q9UZJ6	2.7.4.25
A4WKL0	2.7.4.25
A3MV67	2.7.4.25
B2U887	2.7.4.25
Q92SV4	2.7.4.25
Q6NDP2	2.7.4.25
Q9X4E0	2.7.4.25
A8GNZ6	2.7.4.25
A8EYM7	2.7.4.25
Q4ULF2	2.7.4.25
A1S6D4	2.7.4.25
A9L2X6	2.7.4.25
A3QEC1	2.7.4.25
B8CMH3	2.7.4.25
B9DU39	2.7.4.25
C1CSM2	2.7.4.25
C3MQ86	2.7.4.25
C3NEH0	2.7.4.25
Q9HIT3	2.7.4.25
Q72LH0	2.7.4.25
B5YH69	2.7.4.25
Q9PQE9	2.7.4.25
Q5E3Z1	2.7.4.25
Q7MLX7	2.7.4.25
B2SLH6	2.7.4.25
Q9PAQ6	2.7.4.25
Q1CA72	2.7.4.25
Q8ZGB3	2.7.4.25
A1KGY5	4.1.1.-
B0VL04	4.2.1.41
B9JLF7	4.2.1.41
Q89HW8	4.2.1.41
Q5YTY9	4.2.1.41
Q1IA73	4.2.1.41
Q3KI36	4.2.1.41
B1J9C7	4.2.1.41
A3PQ70	4.2.1.41
A4F6L9	4.2.1.41
B0RPA3	4.2.1.41
Q3BWM9	2.7.1.166
B2I5R8	2.7.1.166
Q87C81	2.7.1.166
O60341	1.-.-.-
Q5ZIX8	1.14.11.-
Q9Y4C1	1.14.11.-
Q7LBC6	1.14.11.-
Q8BW72	1.14.11.-
B2RXH2	1.14.11.-
Q80Y84	1.14.11.-
P41229	1.14.11.-
P0CF52	1.14.11.-
Q2FV52	3.2.-.-
O29689	2.8.1.7
P9WQ71	2.8.1.7
B7I5Q3	2.8.1.7
B0VNW2	2.8.1.7
A6VMN7	2.8.1.7
Q2INI7	2.8.1.7
Q89A19	2.8.1.7
B7NRH9	2.8.1.7
C4ZXA5	2.8.1.7
Q0TEV5	2.8.1.7
A4WDB1	2.8.1.7
B7LKA9	2.8.1.7
A5UGI1	2.8.1.7
Q0I1L2	2.8.1.7
B2US50	2.8.1.7
B0UVL5	2.8.1.7
Q1H361	2.8.1.7
Q5F8X4	2.8.1.7
Q9JTX0	2.8.1.7
C6DBJ1	2.8.1.7
Q48M05	2.8.1.7
Q9HXI8	2.8.1.7
A4XY43	2.8.1.7
A4VNY2	2.8.1.7
Q1RHY6	2.8.1.7
Q57LG9	2.8.1.7
B5RD12	2.8.1.7
Q5PNG1	2.8.1.7
B5BAW6	2.8.1.7
Q8Z4N0	2.8.1.7
A1S544	2.8.1.7
A3D577	2.8.1.7
A5F3G4	2.8.1.7
C3LT01	2.8.1.7
P55539	2.5.1.10
P0AD58	2.5.1.90
B6YQA2	2.7.7.60
A0R8F7	2.7.7.60
Q73FC1	2.7.7.60
Q81J63	2.7.7.60
Q5L917	2.7.7.60
Q65PD2	2.7.7.60
Q5WLT7	2.7.7.60
A6KXL8	2.7.7.60
Q7W5C9	2.7.7.60
Q824I4	2.7.7.60
Q9PJT1	2.7.7.60
A4SF04	2.7.7.60
Q8KCU3	2.7.7.60
Q7NYL6	2.7.7.60
B2TIF4	2.7.7.60
C1FMX6	2.7.7.60
B9DY87	2.7.7.60
Q0TMM2	2.7.7.60
Q3ZWE1	2.7.7.60
B5YF77	2.7.7.60
Q8X7Y4	2.7.7.60
C4ZZQ1	2.7.7.60
Q0TEB1	2.7.7.60
Q46893	2.7.7.60
A5G938	2.7.7.60
Q4QMP4	2.7.7.60
B5XV34	2.7.7.60
C1D558	2.7.7.60
Q8F7A0	2.7.7.60
Q8YAB5	2.7.7.60
Q65Q78	2.7.7.60
Q5C9I9	1.1.1.223; 1.1.1.243
B8ZUA7	2.7.7.60
P9WKG8	2.7.7.60
B4RL14	2.7.7.60
P74323	2.7.7.60
A6LPA6	2.7.7.60
Q72GN3	2.7.7.60
Q3SK38	2.7.7.60
Q118M1	2.7.7.60
Q5E328	2.7.7.60
Q8DC60	2.7.7.60
Q3BUS8	2.7.7.60
B0RU03	2.7.7.60
Q2P1L0	2.7.7.60
Q9PDT6	2.7.7.60
B2K577	2.7.7.60
B2HUM5	2.7.1.148
B7ISV5	2.7.1.148
B7HPV6	2.7.1.148
Q81JA2	2.7.1.148
A0R8B7	2.7.1.148
P37550	2.7.1.148
Q6HPX2	2.7.1.148
Q1LTH3	2.7.1.148
Q7W182	2.7.1.148
Q2T1B6	2.7.1.148
Q8R765	2.7.1.148
A7H2Q3	2.7.1.148
Q3AFM4	2.7.1.148
B3PJN8	2.7.1.148
Q3AQY2	2.7.1.148
Q3B2S6	2.7.1.148
A1BHM3	2.7.1.148
Q3KKN7	2.7.1.148
O84810	2.7.1.148
A5CTL3	2.7.1.148
Q8XIA9	2.7.1.148
Q899A2	2.7.1.148
B2AGT9	2.7.1.148
B7K961	2.7.1.148
A5FS53	2.7.1.148
Q2A5Q2	2.7.1.148
Q0BP04	2.7.1.148
A5G7R8	2.7.1.148
Q0BR06	2.7.1.148
Q0I368	2.7.1.148
C4K7Z0	2.7.1.148
Q1CRI6	2.7.1.148
B4U5Q9	2.7.1.148
A6T2S0	2.7.1.148
B5XW48	2.7.1.148
Q03T54	2.7.1.148
A5VI11	2.7.1.148
Q6ADP2	2.7.1.148
Q72V75	2.7.1.148
B4S9D9	2.7.1.148
A2C1Z6	2.7.1.148
Q7VCH6	2.7.1.148
Q46L57	2.7.1.148
B7V0L5	2.7.1.148
Q1IEY5	2.7.1.148
Q3IK98	2.7.1.148
A4XR57	2.7.1.148
Q3K6W5	2.7.1.148
B1JEQ0	2.7.1.148
Q4ZXX1	2.7.1.148
Q1MKS2	2.7.1.148
Q92RM1	2.7.1.148
Q2J164	2.7.1.148
Q13BT8	2.7.1.148
Q3J5K7	2.7.1.148
Q8EAR0	2.7.1.148
Q31ZQ1	2.7.1.148
Q0B0T2	2.7.1.148
Q8DLJ1	2.7.1.148
Q9X1A3	2.7.1.148
Q83FU3	2.7.1.148
A7FIG4	2.7.1.148
A4TJP0	2.7.1.148
Q9X3W5	2.7.1.148
B2I336	4.6.1.12
B0V6G3	4.6.1.12
A3N0G3	4.6.1.12
B3H1E2	4.6.1.12
B2URI3	4.6.1.12
Q0A7K7	4.6.1.12
A6TWK9	4.6.1.12
Q2GIK8	4.6.1.12
O67089	4.6.1.12
Q5NYK0	4.6.1.12
Q5WLT6	4.6.1.12
Q8A0Y7	4.6.1.12
A9VN99	4.6.1.12
A9II47	4.6.1.12
C0R0Y4	4.6.1.12
P57494	4.6.1.12
B8D7U9	4.6.1.12
B1YS10	4.6.1.12
B1JTX0	4.6.1.12
Q39FB9	4.6.1.12
A9AIT6	4.6.1.12
A1V4Z9	4.6.1.12
Q2SWT5	4.6.1.12
B9MRD4	4.6.1.12
Q3A9N8	4.6.1.12
Q253F4	4.6.1.12
Q9PJV8	4.6.1.12
B3EMU1	4.6.1.12
Q9Z805	4.6.1.12
Q7NYL5	4.6.1.12
A6LQ55	4.6.1.12
B1IUT3	4.6.1.12
B7N6X6	4.6.1.12
B1LQ66	4.6.1.12
C5BGJ0	4.6.1.12
Q2GHV0	4.6.1.12
Q839V8	4.6.1.12
Q0RBN8	4.6.1.12
Q8F0A5	4.6.1.12
B8DF19	4.6.1.12
P9WKG4	4.6.1.12
A1KUU9	4.6.1.12
Q82US7	4.6.1.12
Q6EPN6	4.6.1.12
Q8RA30	1.17.7.3
A0RPL8	1.17.7.3
A1VZ41	1.17.7.3
Q9A9W0	1.17.7.3
Q604Q5	1.17.7.3
Q3SVD0	1.17.7.3
Q4FNA0	1.17.7.3
Q7MVT7	1.17.7.3
P72241	1.17.7.3
B7UWI8	1.17.7.3
Q1IEI1	1.17.7.3
Q3ICZ5	1.17.7.3
A5VYT5	1.17.7.3
Q88PJ7	1.17.7.3
Q4ZX23	1.17.7.3
Q1QD18	1.17.7.3
P58669	1.17.7.3
Q2K333	1.17.7.3
Q98FG0	1.17.7.3
Q92L19	1.17.7.3
Q2J2S7	1.17.7.3
B5FR63	1.17.7.3
B4T0P9	1.17.7.3
B4TR95	1.17.7.3
P58671	1.17.7.3
A3D6V9	1.17.7.3
Q085U6	1.17.7.3
A4Y8U0	1.17.7.3
A0KUJ5	1.17.7.3
B2FL74	1.17.7.3
Q67PA7	1.17.7.3
B1XHZ7	1.17.7.1
P73672	1.17.7.1
Q47RY0	1.17.7.3
A5IIP2	1.17.7.3
Q72H18	1.17.7.3
Q5SLI8	1.17.7.3
Q84GJ3	1.17.7.3
Q83N18	1.17.7.3
Q9KTX1	1.17.7.3
Q8DEZ8	1.17.7.3
Q73IP1	1.17.7.3
Q8PLJ8	1.17.7.3
Q8P9R7	1.17.7.3
Q87A73	1.17.7.3
Q1CK91	1.17.7.3
Q5NR50	1.17.7.3
Q63WH0	1.17.7.4
B6YQB8	1.17.7.4
Q7WHF2	1.17.7.4
B2S9W9	1.17.7.4
Q8G257	1.17.7.4
A7GXB5	1.17.7.4
A7H3F3	1.17.7.4
A1VZM8	1.17.7.4
B9KD74	1.17.7.4
Q5L5D3	1.17.7.4
Q9Z6P2	1.17.7.4
Q3KKH8	1.17.7.4
Q8KFN9	1.17.7.4
Q7NS59	1.17.7.4
Q6NI36	1.17.7.4
Q8FQP0	1.17.7.4
Q11YY5	1.17.7.4
C4XUD2	1.17.7.4
B8DMK7	1.17.7.4
Q3Z6U4	1.17.7.4
B1XBF4	1.17.7.4
Q0TLW2	1.17.7.4
Q9RSG0	1.17.7.4
B7N7Q3	1.17.7.4
Q1RGH3	1.17.7.4
B1YL84	1.17.7.4
B9LZG4	1.17.7.4
Q39XB6	1.17.7.4
Q749Y8	1.17.7.4
A5GE10	1.17.7.4
Q7VPK4	1.17.7.4
A5UID9	1.17.7.4
B8F6E6	1.17.7.4
P65186	1.17.7.4
P65185	1.17.7.4
B5Y232	1.17.7.4
C5CIU9	1.17.7.4
Q6ADV0	1.17.7.4
C4K4R2	1.17.7.4
P58676	1.17.7.4
Q65RQ4	1.17.7.4
A2SJA8	1.17.7.4
A4T986	1.17.7.4
Q73WH6	1.17.7.4
A3Q4N0	1.17.7.4
Q1B4H4	1.17.7.4
B4RPZ2	1.17.7.4
P65192	1.17.7.4
Q2GDX3	1.17.7.4
B2IZV5	1.17.7.4
B4R8T7	1.17.7.4
Q12EY5	1.17.7.4
B4S4X8	1.17.7.4
A2C096	1.17.7.4
A9BDN6	1.17.7.4
Q15R07	1.17.7.4
B7V0A0	1.17.7.4
Q3IE99	1.17.7.4
A4XQV8	1.17.7.4
B0KM87	1.17.7.4
A5WCZ2	1.17.7.4
B3PSB9	1.17.7.4
Q985W3	1.17.7.4
Q92RG2	1.17.7.4
A3PGE9	1.17.7.4
A4WVQ4	1.17.7.4
Q1GDG5	1.17.7.4
A9MR43	1.17.7.4
B5RG84	1.17.7.4
Q5PKI4	1.17.7.4
P58679	1.17.7.4
Q8EBI7	1.17.7.4
Q2NVY3	1.17.7.4
B1W2D7	1.17.7.4
Q67QZ8	1.17.7.4
B1XPG7	1.17.7.4
A5GIF7	1.17.7.4
Q7U9K4	1.17.7.4
Q0IDE5	1.17.7.4
B0K197	1.17.7.4
Q72G65	1.17.7.4
Q73NQ6	1.17.7.4
Q10WA8	1.17.7.4
Q9KU44	1.17.7.4
Q87S87	1.17.7.4
Q7MNM5	1.17.7.4
Q3BW40	1.17.7.4
Q8PBG4	1.17.7.4
P65193	1.17.7.4
Q1C0J0	1.17.7.4
P58680	1.17.7.4
Q1CMU8	1.17.7.4
Q50L36	4.2.3.27
Q7XAS7	4.2.3.27
P60480	2.5.1.-
P38118	2.5.1.-
Q82IC1	2.5.1.-
Q83HR7	2.5.1.-
Q83GJ0	2.5.1.-
Q89KP7	2.5.1.-
Q97I62	2.5.1.-
Q8GDY3	2.5.1.-
Q9ZDA7	2.5.1.-
Q68WV4	2.5.1.-
Q8NWZ5	2.5.1.-
Q8CPG7	2.5.1.-
Q8E359	2.5.1.-
Q8DSJ7	2.5.1.-
Q5X9U4	2.5.1.-
D0MY11	3.6.1.9
E3KAB5	3.6.1.9
Q6TA49	1.21.1.1
Q5BK17	1.21.1.1
P23458	2.7.10.2
Q75R65	2.7.10.2
O60674	2.7.10.2
Q24592	2.7.10.2
C0SUT9	1.14.11.-
Q9GYI4	1.14.11.-
Q9VD28	1.14.11.-
Q6NYC1	1.14.11.-
Q9SBK6	2.1.1.141
Q966Y3	2.7.11.24
Q6NSJ0	3.2.1.-
P15946	3.4.21.35
P15948	3.4.21.35
P36369	3.4.21.35
P00756	3.4.21.35
O51575	2.7.1.56
P44330	2.7.1.56
P00570	2.7.4.3; 2.7.4.6
P12115	2.7.4.3; 2.7.4.6
P86195	2.7.4.3; 2.7.4.6
Q9R0Y5	2.7.4.3; 2.7.4.6
Q9FIJ7	2.7.4.3
B0XPW9	2.7.4.3
Q0C7Y1	2.7.4.3
Q5A4Q1	2.7.4.3
A8PAA1	2.7.4.3
Q6BLN9	2.7.4.3
B3MCQ5	2.7.4.3
Q5RDZ0	2.7.4.10
Q0VCP1	2.7.4.10; 2.7.4.6
A4IFD0	2.7.4.3; 2.7.4.6
Q920P5	2.7.4.3; 2.7.4.6
Q7JYV7	2.7.4.3
O27656	2.7.4.3
Q8I236	2.7.4.3
C3MQV5	2.7.4.3
Q9HKM7	2.7.4.3
Q8SRK8	2.7.11.11
Q5ZKI0	2.7.11.17
O77708	2.7.11.17
P15791	2.7.11.17
P08414	2.7.11.17
Q07250	2.7.11.17
Q58DF7	2.3.2.27
Q693B1	2.3.2.27
O65677	2.3.1.199
Q0SP35	2.7.4.25
Q65ZV5	2.7.4.25
B7I530	2.7.4.25
A3M504	2.7.4.25
A6VPL0	2.7.4.25
A4SLS4	2.7.4.25
A6TRG1	2.7.4.25
C1DRR3	2.7.4.25
B7IP75	2.7.4.25
B9IVL9	2.7.4.25
Q63DN5	2.7.4.25
